run_id,condition,persona_id,repeat,decision,transportation_mode,destination_type,departure_urgency,income_level,vehicle_access,family_structure,medical_caregiving_responsibilities,wildfire_risk_level,transit_access,distance_to_nearest_shelter,road_travel_time_to_shelter,distance_to_hazard_zone,has_children,has_medical_need,is_low_income,mode_hard_violation,destination_hard_violation,mode_soft_issue,destination_soft_issue,soft_feasibility_issue,hard_violation_count,soft_violation_count,spatial_inconsistency_count,any_hard_violation,any_soft_issue,any_violation,mode_feasible,destination_feasible,feasibility_score,spatial_consistency_score,hard_violation_notes,soft_violation_notes,spatial_inconsistency_notes,violation_notes
ACS-046-spatial_grounded-r1,spatial_grounded,ACS-046,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,None,High,Good,5.5,35,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-047-baseline-r1,baseline,ACS-047,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Shared adult household,None,High,Good,5.5,35,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-047-spatial_grounded-r1,spatial_grounded,ACS-047,1,Evacuate now,Public transit,Public shelter,High,Low,No,Shared adult household,None,High,Good,5.5,35,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-048-baseline-r1,baseline,ACS-048,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Household with children,None,High,Good,5.5,35,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-048-spatial_grounded-r1,spatial_grounded,ACS-048,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Household with children,None,High,Good,5.5,35,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-049-baseline-r1,baseline,ACS-049,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,High,Good,5.5,35,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-049-spatial_grounded-r1,spatial_grounded,ACS-049,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Two-adult household,None,High,Good,5.5,35,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-050-baseline-r1,baseline,ACS-050,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,High,Good,5.5,35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-050-spatial_grounded-r1,spatial_grounded,ACS-050,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,High,Good,5.5,35,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-051-baseline-r1,baseline,ACS-051,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-051-spatial_grounded-r1,spatial_grounded,ACS-051,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-052-baseline-r1,baseline,ACS-052,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-052-spatial_grounded-r1,spatial_grounded,ACS-052,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-053-baseline-r1,baseline,ACS-053,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Single adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-053-spatial_grounded-r1,spatial_grounded,ACS-053,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Single adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-054-baseline-r1,baseline,ACS-054,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Shared adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-054-spatial_grounded-r1,spatial_grounded,ACS-054,1,Evacuate now,Walk,Public shelter,High,Low,No,Shared adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-055-baseline-r1,baseline,ACS-055,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-055-spatial_grounded-r1,spatial_grounded,ACS-055,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-056-baseline-r1,baseline,ACS-056,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-056-spatial_grounded-r1,spatial_grounded,ACS-056,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-057-baseline-r1,baseline,ACS-057,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-057-spatial_grounded-r1,spatial_grounded,ACS-057,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-058-baseline-r1,baseline,ACS-058,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0.75,0.75,,mode_public_transit_low_access,reasoning_implies_vehicle_without_access,mode_public_transit_low_access; reasoning_implies_vehicle_without_access
ACS-058-spatial_grounded-r1,spatial_grounded,ACS-058,1,Evacuate now,Walk,Public shelter,High,Low,No,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-059-baseline-r1,baseline,ACS-059,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-059-spatial_grounded-r1,spatial_grounded,ACS-059,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-060-baseline-r1,baseline,ACS-060,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-060-spatial_grounded-r1,spatial_grounded,ACS-060,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,Limited,1.5,10,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-061-baseline-r1,baseline,ACS-061,1,Evacuate now,Public transit,Friend/relative home,High,Middle,No,Single adult household,None,High,Good,2.3,15,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-061-spatial_grounded-r1,spatial_grounded,ACS-061,1,Evacuate now,Public transit,Public shelter,High,Middle,No,Single adult household,None,High,Good,2.3,15,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-062-baseline-r1,baseline,ACS-062,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-062-spatial_grounded-r1,spatial_grounded,ACS-062,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Two-adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-063-baseline-r1,baseline,ACS-063,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Shared adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-063-spatial_grounded-r1,spatial_grounded,ACS-063,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Shared adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-064-baseline-r1,baseline,ACS-064,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-064-spatial_grounded-r1,spatial_grounded,ACS-064,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Two-adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-065-baseline-r1,baseline,ACS-065,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Single adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-065-spatial_grounded-r1,spatial_grounded,ACS-065,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Single adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-066-baseline-r1,baseline,ACS-066,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-066-spatial_grounded-r1,spatial_grounded,ACS-066,1,Evacuate now,Public transit,Public shelter,High,Low,No,Two-adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-067-baseline-r1,baseline,ACS-067,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Single adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-067-spatial_grounded-r1,spatial_grounded,ACS-067,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Single adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-068-baseline-r1,baseline,ACS-068,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Single adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-068-spatial_grounded-r1,spatial_grounded,ACS-068,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,None,High,Good,2.3,15,1.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-069-baseline-r1,baseline,ACS-069,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,Older adult mobility or medication needs,High,Good,2.3,15,1.9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-069-spatial_grounded-r1,spatial_grounded,ACS-069,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,Older adult mobility or medication needs,High,Good,2.3,15,1.9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-070-baseline-r1,baseline,ACS-070,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,High,Good,2.3,15,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-070-spatial_grounded-r1,spatial_grounded,ACS-070,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,High,Good,2.3,15,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-071-baseline-r1,baseline,ACS-071,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-071-spatial_grounded-r1,spatial_grounded,ACS-071,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-072-baseline-r1,baseline,ACS-072,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-072-spatial_grounded-r1,spatial_grounded,ACS-072,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-073-baseline-r1,baseline,ACS-073,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-073-spatial_grounded-r1,spatial_grounded,ACS-073,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-074-baseline-r1,baseline,ACS-074,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-074-spatial_grounded-r1,spatial_grounded,ACS-074,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-075-baseline-r1,baseline,ACS-075,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-075-spatial_grounded-r1,spatial_grounded,ACS-075,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-076-baseline-r1,baseline,ACS-076,1,Evacuate now,Private vehicle,Friend/relative home,High,Low,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-076-spatial_grounded-r1,spatial_grounded,ACS-076,1,Evacuate now,Private vehicle,Public shelter,High,Low,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-077-baseline-r1,baseline,ACS-077,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-077-spatial_grounded-r1,spatial_grounded,ACS-077,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-078-baseline-r1,baseline,ACS-078,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-078-spatial_grounded-r1,spatial_grounded,ACS-078,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Two-adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-079-baseline-r1,baseline,ACS-079,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-079-spatial_grounded-r1,spatial_grounded,ACS-079,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-080-baseline-r1,baseline,ACS-080,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-080-spatial_grounded-r1,spatial_grounded,ACS-080,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,None,3.1,20,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-081-baseline-r1,baseline,ACS-081,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-081-spatial_grounded-r1,spatial_grounded,ACS-081,1,Evacuate now,Public transit,Public shelter,High,Low,No,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-082-baseline-r1,baseline,ACS-082,1,Evacuate now,Private vehicle,Friend/relative home,High,Upper-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-082-spatial_grounded-r1,spatial_grounded,ACS-082,1,Evacuate now,Private vehicle,Public shelter,High,Upper-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-083-baseline-r1,baseline,ACS-083,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Two-adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-083-spatial_grounded-r1,spatial_grounded,ACS-083,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Two-adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-084-baseline-r1,baseline,ACS-084,1,Evacuate now,Private vehicle,Friend/relative home,High,Middle,Yes,Two-adult household,None,High,Moderate,3.9,25,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-084-spatial_grounded-r1,spatial_grounded,ACS-084,1,Evacuate now,Private vehicle,Public shelter,High,Middle,Yes,Two-adult household,None,High,Moderate,3.9,25,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-085-baseline-r1,baseline,ACS-085,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-085-spatial_grounded-r1,spatial_grounded,ACS-085,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-086-baseline-r1,baseline,ACS-086,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-086-spatial_grounded-r1,spatial_grounded,ACS-086,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-087-baseline-r1,baseline,ACS-087,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-087-spatial_grounded-r1,spatial_grounded,ACS-087,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-088-baseline-r1,baseline,ACS-088,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-088-spatial_grounded-r1,spatial_grounded,ACS-088,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-089-baseline-r1,baseline,ACS-089,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Two-adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-089-spatial_grounded-r1,spatial_grounded,ACS-089,1,Evacuate now,Public transit,Public shelter,High,Low,No,Two-adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-090-baseline-r1,baseline,ACS-090,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-090-spatial_grounded-r1,spatial_grounded,ACS-090,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Single adult household,None,High,Moderate,3.9,25,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-091-baseline-r1,baseline,ACS-091,1,Evacuate now,Public transit,Friend/relative home,High,Lower-middle,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-091-spatial_grounded-r1,spatial_grounded,ACS-091,1,Evacuate now,Public transit,Public shelter,High,Lower-middle,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-092-baseline-r1,baseline,ACS-092,1,Evacuate now,Public transit,Friend/relative home,High,Middle,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-092-spatial_grounded-r1,spatial_grounded,ACS-092,1,Evacuate now,Public transit,Public shelter,High,Middle,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
ACS-093-baseline-r1,baseline,ACS-093,1,Evacuate now,Private vehicle,Friend/relative home,High,Lower-middle,Yes,Shared adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-093-spatial_grounded-r1,spatial_grounded,ACS-093,1,Evacuate now,Private vehicle,Public shelter,High,Lower-middle,Yes,Shared adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,,,,
ACS-094-baseline-r1,baseline,ACS-094,1,Evacuate now,Public transit,Friend/relative home,High,Low,No,Single adult household,None,High,Moderate,4.7,30,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.9,0.75,,,reasoning_implies_vehicle_without_access,reasoning_implies_vehicle_without_access
